,vote
4830,biden
4831,trump
4832,trump
4833,trump
4834,biden
4835,biden
4836,biden
4837,biden
4838,trump
4839,trump
4840,trump
4841,trump
4842,biden
4843,trump
4844,trump
4845,biden
4846,biden
4847,trump
4848,trump
4849,biden
4850,trump
4851,trump
4852,trump
4853,trump
4854,trump
4855,biden
4856,biden
4857,trump
4858,biden
4859,trump
4860,biden
4861,biden
4862,trump
4863,trump
4864,biden
4865,biden
4866,trump
4867,biden
4868,biden
4869,trump
4870,biden
4871,trump
4872,trump
4873,trump
4874,biden
4875,biden
4876,trump
4877,trump
4878,trump
4879,trump
4880,biden
4881,trump
4882,trump
4883,trump
4884,biden
4885,biden
4886,trump
4887,biden
4888,biden
4889,trump
4890,trump
4891,trump
4892,trump
4893,biden
4894,biden
4895,trump
4896,biden
4897,trump
4898,biden
4899,biden
4900,biden
4901,trump
4902,biden
4903,trump
4904,trump
4905,biden
4906,biden
4907,trump
4908,trump
4909,biden
4910,biden
4911,trump
4912,biden
4913,biden
4914,biden
4915,trump
4916,trump
4917,trump
4918,trump
4919,biden
4920,trump
4921,biden
4922,trump
4923,trump
4924,trump
4925,trump
4926,trump
4927,biden
4928,trump
4929,trump
4930,biden
4931,trump
4932,trump
4933,trump
4934,trump
4935,trump
4936,trump
4937,biden
4938,trump
4939,trump
4940,biden
4941,biden
4942,biden
4943,trump
4944,trump
4945,trump
4946,trump
4947,trump
4948,trump
4949,biden
4950,trump
4951,biden
4952,trump
4953,trump
4954,trump
4955,trump
4956,biden
4957,trump
4958,biden
4959,biden
4960,biden
4961,biden
4962,biden
4963,trump
4964,biden
4965,biden
4966,trump
4967,trump
4968,biden
4969,trump
4970,biden
4971,trump
4972,trump
4973,biden
4974,biden
4975,trump
4976,trump
4977,trump
4978,biden
4979,trump
4980,trump
4981,trump
4982,biden
4983,trump
4984,biden
4985,trump
4986,biden
4987,trump
4988,biden
4989,trump
4990,trump
4991,biden
4992,biden
4993,trump
4994,trump
4995,trump
4996,trump
4997,biden
4998,trump
4999,biden
5000,trump
5001,biden
5002,biden
5003,biden
5004,biden
5005,trump
5006,biden
5007,trump
5008,biden
5009,trump
5010,biden
5011,biden
5012,trump
5013,trump
5014,trump
5015,trump
5016,biden
5017,trump
5018,trump
5019,trump
5020,trump
5021,trump
5022,trump
5023,trump
5024,trump
5025,biden
5026,biden
5027,biden
5028,trump
5029,trump
5030,trump
5031,biden
5032,trump
5033,biden
5034,trump
5035,trump
5036,biden
5037,trump
5038,biden
5039,biden
5040,trump
5041,trump
5042,biden
5043,trump
5044,trump
5045,biden
5046,biden
5047,trump
5048,trump
5049,biden
5050,biden
5051,biden
5052,trump
5053,trump
5054,biden
5055,trump
5056,biden
5057,biden
5058,biden
5059,biden
5060,trump
5061,trump
5062,trump
5063,biden
5064,trump
5065,trump
5066,trump
5067,biden
5068,biden
5069,trump
5070,biden
5071,biden
5072,biden
5073,trump
5074,biden
5075,biden
5076,biden
5077,trump
5078,biden
5079,biden
5080,biden
5081,biden
5082,biden
5083,biden
5084,biden
5085,biden
5086,trump
5087,biden
5088,trump
5089,trump
5090,trump
5091,trump
5092,biden
5093,biden
5094,trump
5095,trump
5096,trump
5097,biden
5098,trump
5099,trump
5100,trump
5101,trump
5102,trump
5103,trump
5104,trump
5105,biden
5106,biden
5107,trump
5108,trump
5109,trump
5110,biden
5111,trump
5112,trump
5113,trump
5114,trump
5115,trump
5116,trump
5117,trump
5118,trump
5119,trump
5120,trump
5121,biden
5122,biden
5123,biden
5124,biden
5125,trump
5126,biden
5127,trump
5128,biden
5129,biden
5130,trump
5131,trump
5132,biden
5133,biden
5134,trump
5135,trump
5136,biden
5137,biden
5138,biden
5139,trump
5140,biden
5141,trump
5142,biden
5143,biden
5144,biden
5145,trump
5146,biden
5147,trump
5148,biden
5149,biden
5150,trump
5151,biden
5152,trump
5153,biden
5154,biden
5155,biden
5156,biden
5157,trump
5158,trump
5159,biden
5160,trump
5161,trump
5162,trump
5163,trump
5164,biden
5165,trump
5166,biden
5167,trump
5168,biden
5169,biden
5170,trump
5171,biden
5172,trump
5173,trump
5174,biden
5175,biden
5176,biden
5177,biden
5178,trump
5179,trump
5180,trump
5181,biden
5182,biden
5183,biden
5184,biden
5185,trump
5186,biden
5187,trump
5188,trump
5189,biden
5190,biden
5191,biden
5192,biden
5193,biden
5194,trump
5195,trump
5196,trump
5197,biden
5198,trump
5199,biden
5200,biden
5201,biden
5202,biden
5203,trump
5204,biden
5205,trump
5206,biden
5207,biden
5208,trump
5209,biden
5210,biden
5211,trump
5212,trump
5213,trump
5214,biden
5215,biden
5216,biden
5217,trump
5218,trump
5219,biden
5220,trump
5221,biden
5222,trump
5223,trump
5224,trump
5225,trump
5226,biden
5227,trump
5228,trump
5229,biden
5230,trump
5231,trump
5232,biden
5233,biden
5234,trump
5235,biden
5236,trump
5237,biden
5238,trump
5239,biden
5240,biden
5241,biden
5242,biden
5243,biden
5244,biden
5245,biden
5246,trump
5247,trump
5248,biden
5249,trump
5250,trump
5251,biden
5252,trump
5253,trump
5254,biden
5255,trump
5256,trump
5257,trump
5258,trump
5259,trump
5260,trump
5261,biden
5262,trump
5263,biden
5264,biden
5265,biden
5266,biden
5267,trump
5268,trump
5269,trump
5270,trump
5271,trump
5272,trump
5273,trump
5274,biden
5275,trump
5276,biden
5277,trump
5278,biden
5279,trump
5280,biden
5281,trump
5282,biden
5283,trump
5284,biden
5285,biden
5286,biden
5287,biden
5288,trump
5289,trump
5290,biden
5291,biden
5292,biden
5293,biden
5294,biden
5295,biden
5296,trump
5297,biden
5298,biden
5299,trump
5300,trump
5301,biden
5302,trump
5303,trump
5304,trump
5305,biden
5306,biden
5307,biden
5308,trump
5309,biden
5310,biden
5311,trump
5312,biden
5313,biden
5314,trump
5315,trump
5316,trump
5317,trump
5318,trump
5319,trump
5320,biden
5321,biden
5322,trump
5323,trump
5324,trump
5325,trump
5326,biden
5327,trump
5328,trump
5329,trump
5330,trump
5331,trump
5332,biden
5333,trump
5334,biden
5335,trump
5336,trump
5337,trump
5338,biden
5339,trump
5340,biden
5341,trump
5342,trump
5343,biden
5344,trump
5345,trump
5346,trump
5347,biden
5348,biden
5349,biden
5350,trump
5351,trump
5352,trump
5353,trump
5354,biden
5355,trump
5356,biden
5357,biden
5358,trump
5359,trump
5360,biden
5361,trump
5362,trump
5363,biden
5364,trump
5365,biden
5366,trump
5367,biden
5368,biden
5369,trump
5370,trump
5371,biden
5372,biden
5373,trump
5374,trump
5375,biden
5376,biden
5377,biden
5378,trump
5379,trump
5380,biden
5381,trump
5382,trump
5383,trump
5384,trump
5385,biden
5386,trump
5387,trump
5388,trump
5389,biden
5390,trump
5391,biden
5392,biden
5393,biden
5394,trump
5395,trump
5396,trump
5397,biden
5398,trump
5399,biden
5400,trump
5401,trump
5402,biden
5403,trump
5404,trump
5405,biden
5406,biden
5407,trump
5408,trump
5409,biden
5410,biden
5411,biden
5412,biden
5413,biden
5414,biden
5415,trump
5416,biden
5417,biden
5418,biden
5419,trump
5420,trump
5421,trump
5422,trump
5423,biden
5424,trump
5425,trump
5426,biden
5427,trump
5428,biden
5429,biden
5430,biden
5431,trump
5432,biden
5433,biden
5434,trump
5435,biden
5436,biden
5437,biden
5438,trump
5439,trump
5440,trump
5441,trump
5442,biden
5443,biden
5444,trump
5445,trump
5446,trump
5447,biden
5448,trump
5449,trump
5450,biden
5451,trump
5452,biden
5453,trump
5454,biden
5455,trump
5456,biden
5457,biden
5458,trump
5459,biden
5460,trump
5461,trump
5462,biden
5463,biden
5464,biden
5465,trump
5466,trump
5467,trump
5468,trump
5469,trump
5470,trump
5471,trump
5472,biden
5473,trump
5474,trump
5475,biden
5476,biden
5477,trump
5478,biden
5479,biden
5480,trump
5481,trump
5482,biden
5483,trump
5484,trump
5485,trump
5486,biden
5487,biden
5488,biden
5489,trump
5490,trump
5491,biden
5492,trump
5493,trump
5494,biden
5495,biden
5496,biden
5497,biden
5498,trump
5499,trump
5500,biden
5501,biden
5502,trump
5503,trump
5504,biden
5505,trump
5506,trump
5507,biden
5508,biden
5509,trump
5510,biden
5511,biden
5512,biden
5513,trump
5514,trump
5515,biden
5516,biden
5517,trump
5518,trump
5519,biden
5520,biden
5521,trump
5522,biden
5523,biden
5524,trump
5525,trump
5526,biden
5527,biden
5528,trump
5529,trump
5530,trump
5531,trump
5532,trump
5533,trump
5534,trump
5535,biden
5536,biden
5537,biden
5538,trump
5539,biden
5540,biden
5541,trump
5542,trump
5543,biden
5544,biden
5545,biden
5546,biden
5547,trump
5548,trump
5549,trump
5550,trump
5551,trump
5552,biden
5553,biden
5554,trump
5555,trump
5556,trump
5557,biden
5558,biden
5559,biden
5560,biden
5561,biden
5562,trump
5563,trump
5564,biden
5565,biden
5566,biden
5567,biden
5568,biden
5569,trump
5570,trump
5571,biden
5572,biden
5573,biden
5574,trump
5575,trump
5576,trump
5577,trump
5578,biden
5579,trump
5580,trump
5581,biden
5582,biden
5583,trump
5584,trump
5585,trump
5586,trump
5587,biden
5588,trump
5589,biden
5590,trump
5591,trump
5592,biden
5593,biden
5594,trump
5595,biden
5596,biden
5597,biden
5598,biden
5599,biden
5600,trump
5601,trump
5602,trump
5603,biden
5604,trump
5605,biden
5606,biden
5607,biden
5608,trump
5609,trump
5610,biden
5611,trump
5612,trump
5613,biden
5614,trump
5615,trump
5616,biden
5617,biden
5618,trump
5619,trump
5620,trump
5621,biden
5622,biden
5623,biden
5624,biden
5625,biden
5626,trump
5627,biden
5628,biden
5629,trump
5630,trump
5631,biden
5632,biden
5633,trump
5634,biden
5635,biden
5636,trump
5637,biden
5638,biden
5639,trump
5640,trump
5641,trump
5642,trump
5643,trump
5644,trump
5645,biden
5646,biden
5647,trump
5648,trump
5649,trump
5650,trump
5651,biden
5652,trump
5653,trump
5654,trump
5655,biden
5656,trump
5657,trump
5658,biden
5659,biden
5660,trump
5661,trump
5662,biden
5663,biden
5664,trump
5665,trump
5666,trump
5667,trump
5668,biden
5669,trump
5670,biden
5671,biden
5672,biden
5673,biden
5674,biden
5675,biden
5676,trump
5677,biden
5678,trump
5679,trump
5680,biden
5681,biden
5682,biden
5683,biden
5684,biden
5685,trump
5686,trump
5687,trump
5688,trump
5689,trump
5690,trump
5691,trump
5692,biden
5693,trump
5694,biden
5695,biden
5696,biden
5697,biden
5698,trump
5699,trump
5700,biden
5701,biden
5702,trump
5703,biden
5704,biden
5705,biden
5706,trump
5707,biden
5708,biden
5709,biden
5710,biden
5711,trump
5712,trump
5713,trump
5714,biden
5715,trump
5716,trump
5717,trump
5718,trump
5719,biden
5720,trump
5721,trump
5722,biden
5723,trump
5724,biden
5725,biden
5726,trump
5727,biden
5728,trump
5729,trump
5730,trump
5731,biden
5732,trump
5733,trump
5734,trump
5735,biden
5736,biden
5737,trump
5738,trump
5739,trump
5740,trump
5741,biden
5742,biden
5743,biden
5744,trump
5745,biden
5746,trump
5747,trump
5748,trump
5749,trump
5750,biden
5751,trump
5752,trump
5753,trump
5754,trump
5755,trump
5756,biden
5757,biden
5758,biden
5759,biden
5760,trump
5761,biden
5762,biden
5763,trump
5764,biden
5765,biden
5766,trump
5767,biden
5768,biden
5769,biden
5770,biden
5771,trump
5772,biden
5773,biden
5774,trump
5775,biden
5776,biden
5777,trump
5778,trump
5779,trump
5780,trump
5781,biden
5782,biden
5783,trump
5784,biden
5785,biden
5786,biden
5787,trump
5788,trump
5789,biden
5790,trump
5791,biden
5792,biden
5793,trump
5794,biden
5795,trump
5796,biden
5797,biden
5798,biden
5799,trump
5800,biden
5801,trump
5802,biden
5803,trump
5804,trump
5805,biden
5806,trump
5807,trump
5808,biden
5809,biden
5810,biden
5811,biden
5812,biden
5813,trump
5814,biden
5815,trump
5816,biden
5817,trump
5818,biden
5819,trump
5820,trump
5821,biden
5822,trump
5823,trump
5824,biden
5825,trump
5826,trump
5827,trump
5828,trump
5829,biden
5830,biden
5831,biden
5832,biden
5833,biden
5834,biden
5835,biden
5836,trump
5837,biden
5838,trump
5839,biden
5840,biden
5841,trump
5842,biden
5843,trump
5844,trump
5845,biden
5846,trump
5847,trump
5848,trump
5849,biden
5850,biden
5851,biden
5852,biden
5853,biden
5854,biden
5855,trump
5856,trump
5857,biden
5858,trump
5859,biden
5860,trump
5861,biden
5862,trump
5863,biden
5864,trump
5865,trump
5866,trump
5867,biden
5868,trump
5869,biden
5870,biden
5871,trump
5872,trump
5873,trump
5874,biden
5875,trump
5876,biden
5877,biden
5878,biden
5879,biden
5880,trump
5881,biden
5882,trump
5883,trump
5884,trump
5885,trump
5886,biden
5887,trump
5888,trump
5889,biden
5890,biden
5891,biden
5892,biden
5893,biden
5894,biden
5895,trump
5896,trump
5897,trump
5898,biden
5899,biden
5900,trump
5901,biden
5902,biden
5903,trump
5904,biden
5905,trump
5906,biden
5907,trump
5908,biden
5909,trump
5910,biden
5911,trump
5912,trump
5913,trump
5914,trump
5915,biden
5916,biden
5917,biden
5918,biden
5919,biden
5920,trump
5921,trump
5922,trump
5923,trump
5924,biden
5925,biden
5926,biden
5927,trump
5928,trump
5929,trump
5930,biden
5931,trump
5932,biden
5933,trump
5934,trump
5935,trump
5936,trump
5937,biden
5938,biden
5939,biden
5940,trump
5941,trump
5942,biden
5943,trump
5944,trump
5945,trump
5946,trump
5947,biden
5948,biden
5949,biden
5950,trump
5951,biden
5952,biden
5953,trump
5954,trump
5955,trump
5956,biden
5957,biden
5958,biden
5959,trump
5960,trump
5961,trump
5962,biden
5963,trump
5964,trump
5965,trump
5966,biden
5967,trump
5968,trump
5969,trump
5970,trump
5971,biden
5972,biden
5973,trump
5974,biden
5975,biden
5976,biden
5977,biden
5978,trump
5979,trump
5980,biden
5981,trump
5982,trump
5983,trump
5984,biden
5985,biden
5986,biden
5987,biden
5988,biden
5989,biden
5990,biden
5991,biden
5992,trump
5993,biden
5994,biden
5995,trump
5996,biden
5997,biden
5998,biden
5999,biden
6000,trump
6001,trump
6002,trump
6003,trump
6004,trump
6005,biden
6006,biden
6007,trump
6008,trump
6009,trump
6010,trump
6011,biden
6012,trump
6013,biden
6014,biden
6015,trump
6016,biden
6017,trump
6018,trump
6019,biden
6020,biden
6021,trump
6022,biden
6023,trump
6024,trump
6025,biden
6026,trump
6027,biden
6028,biden
6029,biden
6030,trump
6031,trump
6032,trump
6033,biden
6034,biden
6035,biden
6036,biden
6037,biden
6038,trump
6039,trump
6040,trump
6041,trump
6042,trump
6043,trump
6044,biden
6045,trump
6046,trump
6047,trump
6048,biden
6049,trump
6050,trump
6051,trump
6052,trump
6053,trump
6054,trump
6055,trump
6056,biden
6057,trump
6058,trump
6059,trump
6060,biden
6061,trump
6062,trump
6063,biden
6064,biden
6065,trump
6066,trump
6067,trump
6068,biden
6069,trump
6070,biden
6071,trump
6072,biden
6073,trump
6074,biden
6075,trump
6076,trump
6077,biden
6078,trump
6079,biden
6080,biden
6081,trump
6082,biden
6083,trump
6084,trump
6085,trump
6086,trump
6087,trump
6088,trump
6089,trump
6090,trump
6091,trump
6092,biden
6093,biden
6094,biden
6095,biden
6096,trump
6097,trump
6098,biden
6099,biden
6100,biden
6101,trump
6102,trump
6103,biden
6104,biden
6105,trump
6106,trump
6107,trump
6108,biden
6109,trump
6110,trump
6111,biden
6112,trump
6113,biden
6114,biden
6115,trump
6116,trump
6117,biden
6118,trump
6119,trump
6120,biden
6121,trump
6122,biden
6123,biden
6124,biden
6125,trump
6126,biden
6127,biden
6128,biden
6129,trump
6130,trump
6131,biden
6132,trump
6133,biden
6134,biden
6135,trump
6136,trump
6137,trump
6138,trump
6139,trump
6140,trump
6141,biden
6142,trump
6143,trump
6144,biden
6145,biden
6146,biden
6147,biden
6148,biden
6149,trump
6150,trump
6151,trump
6152,biden
6153,biden
6154,biden
6155,trump
6156,trump
6157,biden
6158,trump
6159,trump
6160,trump
6161,trump
6162,biden
6163,trump
6164,trump
6165,trump
6166,trump
6167,trump
6168,trump
6169,trump
6170,trump
6171,trump
6172,trump
6173,trump
6174,trump
6175,biden
6176,trump
6177,trump
6178,trump
6179,biden
6180,biden
6181,biden
6182,trump
6183,trump
6184,trump
6185,biden
6186,trump
6187,trump
6188,trump
6189,trump
6190,biden
6191,trump
6192,trump
6193,biden
6194,biden
6195,trump
6196,biden
6197,trump
6198,biden
6199,trump
6200,biden
6201,biden
6202,biden
6203,trump
6204,biden
6205,trump
6206,trump
6207,trump
6208,biden
6209,trump
6210,biden
6211,biden
6212,trump
6213,trump
6214,trump
6215,trump
6216,trump
6217,biden
6218,trump
6219,trump
6220,biden
6221,biden
6222,biden
6223,biden
6224,biden
6225,trump
6226,biden
6227,trump
6228,biden
6229,trump
6230,biden
6231,biden
6232,biden
6233,trump
6234,trump
6235,trump
6236,biden
6237,biden
6238,trump
6239,trump
6240,trump
6241,biden
6242,biden
6243,trump
6244,biden
6245,biden
6246,trump
6247,biden
6248,biden
6249,biden
6250,biden
6251,biden
6252,biden
6253,trump
6254,trump
6255,biden
6256,trump
6257,biden
6258,biden
6259,biden
6260,trump
6261,trump
6262,trump
6263,trump
6264,biden
6265,trump
6266,biden
6267,biden
6268,biden
6269,trump
6270,trump
6271,biden
6272,trump
6273,biden
6274,biden
6275,trump
6276,biden
6277,biden
6278,biden
6279,biden
6280,biden
6281,trump
6282,biden
6283,trump
6284,biden
6285,biden
6286,biden
6287,trump
6288,trump
6289,biden
6290,biden
6291,biden
6292,trump
6293,biden
6294,trump
6295,biden
6296,trump
6297,trump
6298,trump
6299,trump
6300,trump
6301,trump
6302,trump
6303,biden
6304,biden
6305,biden
6306,trump
6307,trump
6308,biden
6309,biden
6310,biden
6311,trump
6312,trump
6313,trump
6314,trump
6315,trump
6316,trump
6317,biden
6318,trump
6319,trump
6320,trump
6321,biden
6322,biden
6323,trump
6324,biden
6325,trump
6326,trump
6327,biden
6328,trump
6329,trump
6330,trump
6331,biden
6332,biden
6333,trump
6334,trump
6335,trump
6336,biden
6337,biden
6338,trump
6339,biden
6340,trump
6341,trump
6342,trump
6343,biden
6344,trump
6345,biden
6346,trump
6347,trump
6348,trump
6349,biden
6350,biden
6351,trump
6352,biden
6353,trump
6354,biden
6355,biden
6356,trump
6357,biden
6358,biden
6359,trump
6360,biden
6361,biden
6362,biden
6363,trump
6364,trump
6365,trump
6366,trump
6367,trump
6368,trump
6369,biden
6370,biden
6371,trump
6372,biden
6373,trump
6374,biden
6375,trump
6376,biden
6377,trump
6378,biden
6379,biden
6380,trump
6381,trump
6382,trump
6383,trump
6384,biden
6385,trump
6386,trump
6387,biden
6388,trump
6389,biden
6390,trump
6391,biden
6392,trump
6393,trump
6394,biden
6395,trump
6396,biden
6397,biden
6398,biden
6399,trump
6400,biden
6401,trump
6402,biden
6403,trump
6404,trump
6405,trump
6406,trump
6407,biden
6408,trump
6409,trump
6410,biden
6411,trump
6412,trump
6413,trump
6414,trump
6415,biden
6416,biden
6417,biden
6418,trump
6419,trump
6420,biden
6421,trump
6422,trump
6423,trump
6424,trump
6425,trump
6426,biden
6427,trump
6428,trump
6429,biden
6430,biden
6431,trump
6432,trump
6433,biden
6434,biden
6435,biden
6436,biden
6437,biden
6438,biden
6439,trump
6440,biden
6441,biden
6442,biden
6443,biden
6444,biden
6445,biden
6446,trump
6447,biden
6448,biden
6449,trump
6450,trump
6451,trump
6452,biden
6453,trump
6454,biden
6455,trump
6456,trump
6457,biden
6458,trump
6459,biden
6460,biden
6461,biden
6462,trump
6463,biden
6464,trump
6465,trump
6466,biden
6467,biden
6468,trump
6469,trump
6470,trump
6471,trump
6472,trump
6473,trump
6474,trump
6475,biden
6476,biden
6477,trump
6478,biden
6479,biden
6480,biden
6481,biden
6482,trump
6483,trump
6484,biden
6485,biden
6486,biden
6487,trump
6488,biden
6489,trump
6490,biden
6491,trump
6492,trump
6493,trump
6494,trump
6495,trump
6496,trump
6497,biden
6498,biden
6499,biden
6500,trump
6501,trump
6502,trump
6503,biden
6504,trump
6505,biden
6506,trump
6507,trump
6508,trump
6509,trump
6510,biden
6511,biden
6512,trump
6513,trump
6514,trump
6515,biden
6516,biden
6517,biden
6518,trump
6519,biden
6520,biden
6521,trump
6522,trump
6523,trump
6524,trump
6525,biden
6526,biden
6527,trump
6528,trump
6529,trump
6530,biden
6531,biden
6532,trump
6533,biden
6534,trump
6535,trump
6536,trump
6537,biden
6538,trump
6539,trump
6540,trump
6541,trump
6542,trump
6543,biden
6544,trump
6545,trump
6546,trump
6547,trump
6548,trump
6549,biden
6550,trump
6551,trump
6552,trump
6553,trump
6554,biden
6555,trump
6556,trump
6557,trump
6558,biden
6559,trump
6560,biden
6561,biden
6562,trump
6563,trump
6564,biden
6565,trump
6566,biden
6567,biden
6568,biden
6569,trump
6570,trump
6571,trump
6572,trump
6573,biden
6574,trump
6575,trump
6576,biden
6577,biden
6578,biden
6579,biden
6580,biden
6581,trump
6582,biden
6583,biden
6584,trump
6585,trump
6586,trump
6587,trump
6588,biden
6589,biden
6590,biden
6591,biden
6592,trump
6593,biden
6594,biden
6595,biden
6596,biden
6597,trump
6598,biden
6599,trump
6600,trump
6601,biden
6602,biden
6603,trump
6604,trump
6605,trump
6606,trump
6607,biden
6608,biden
6609,biden
6610,trump
6611,biden
6612,trump
6613,biden
6614,trump
6615,trump
6616,biden
6617,biden
6618,biden
6619,biden
6620,trump
6621,biden
6622,trump
6623,trump
6624,trump
6625,trump
6626,trump
6627,trump
6628,trump
6629,trump
6630,trump
6631,trump
6632,trump
6633,biden
6634,biden
6635,trump
6636,biden
6637,biden
6638,trump
6639,trump
6640,trump
6641,biden
6642,biden
6643,trump
6644,biden
6645,biden
6646,biden
6647,biden
6648,trump
6649,trump
6650,trump
6651,biden
6652,biden
6653,trump
6654,biden
6655,trump
6656,trump
6657,biden
6658,trump
6659,trump
6660,trump
6661,trump
6662,trump
6663,trump
6664,biden
6665,biden
6666,biden
6667,biden
6668,trump
6669,trump
6670,biden
6671,trump
6672,trump
6673,biden
6674,biden
6675,biden
6676,trump
6677,biden
6678,trump
6679,biden
6680,trump
6681,trump
6682,trump
6683,trump
6684,trump
6685,trump
6686,biden
6687,biden
6688,trump
6689,biden
6690,biden
6691,biden
6692,trump
6693,trump
6694,trump
6695,trump
6696,trump
6697,trump
6698,biden
6699,trump
6700,biden
6701,biden
6702,trump
6703,trump
6704,biden
6705,biden
6706,trump
6707,trump
6708,trump
6709,trump
6710,biden
6711,trump
6712,biden
6713,biden
6714,biden
6715,biden
6716,trump
6717,trump
6718,trump
6719,biden
6720,biden
6721,biden
6722,trump
6723,trump
6724,biden
6725,biden
6726,trump
6727,biden
6728,biden
6729,biden
6730,biden
6731,biden
6732,trump
6733,biden
6734,trump
6735,biden
6736,biden
6737,biden
6738,biden
6739,biden
6740,trump
6741,biden
6742,trump
6743,biden
6744,trump
6745,biden
6746,biden
6747,trump
6748,biden
6749,trump
6750,biden
6751,trump
6752,trump
6753,trump
6754,trump
6755,biden
6756,trump
6757,trump
6758,trump
6759,biden
6760,biden
6761,biden
6762,biden
6763,biden
6764,biden
6765,trump
6766,biden
6767,trump
6768,biden
6769,trump
6770,trump
6771,trump
6772,trump
6773,biden
6774,trump
6775,biden
6776,trump
6777,biden
6778,trump
6779,biden
6780,trump
6781,biden
6782,trump
6783,biden
6784,trump
6785,trump
6786,trump
6787,biden
6788,biden
6789,biden
6790,biden
6791,trump
6792,biden
6793,trump
6794,biden
6795,biden
6796,trump
6797,biden
6798,biden
6799,trump
6800,biden
6801,trump
6802,trump
6803,biden
6804,biden
6805,biden
6806,biden
6807,biden
6808,trump
6809,trump
6810,biden
6811,trump
6812,trump
6813,trump
6814,biden
6815,biden
6816,trump
6817,trump
6818,biden
6819,biden
6820,biden
6821,trump
6822,trump
6823,trump
6824,biden
6825,trump
6826,trump
6827,trump
6828,biden
6829,biden
6830,trump
6831,biden
6832,biden
6833,trump
6834,trump
6835,biden
6836,biden
6837,trump
6838,trump
6839,trump
6840,biden
6841,biden
6842,biden
6843,biden
6844,trump
6845,trump
6846,trump
6847,trump
6848,trump
6849,trump
6850,trump
6851,trump
6852,biden
6853,trump
6854,biden
6855,trump
6856,biden
6857,trump
6858,trump
6859,biden
6860,biden
6861,trump
6862,biden
6863,trump
6864,biden
6865,trump
6866,biden
6867,biden
6868,trump
6869,biden
6870,biden
6871,biden
6872,trump
6873,trump
6874,biden
6875,biden
6876,biden
6877,biden
6878,trump
6879,trump
6880,trump
6881,trump
6882,biden
6883,trump
6884,biden
6885,biden
6886,trump
6887,biden
6888,biden
6889,biden
6890,biden
6891,biden
6892,trump
6893,trump
6894,trump
6895,biden
6896,biden
6897,biden
6898,biden
6899,biden
6900,trump
6901,trump
6902,trump
6903,trump
6904,trump
6905,trump
6906,trump
6907,biden
6908,trump
6909,biden
6910,biden
6911,biden
6912,biden
6913,biden
6914,trump
6915,biden
6916,biden
6917,trump
6918,trump
6919,biden
6920,biden
6921,biden
6922,biden
6923,biden
6924,trump
6925,trump
6926,trump
6927,trump
6928,biden
6929,biden
6930,trump
6931,trump
6932,trump
6933,biden
6934,biden
6935,biden
6936,biden
6937,trump
6938,trump
6939,biden
6940,biden
6941,biden
6942,biden
6943,biden
6944,trump
6945,trump
6946,trump
6947,trump
6948,trump
6949,trump
6950,trump
6951,biden
6952,biden
6953,trump
6954,biden
6955,biden
6956,biden
6957,biden
6958,trump
6959,biden
6960,biden
6961,trump
6962,biden
6963,trump
6964,trump
6965,biden
6966,trump
6967,trump
6968,trump
6969,trump
6970,trump
6971,biden
6972,trump
6973,biden
6974,biden
6975,trump
6976,trump
6977,trump
6978,biden
6979,biden
6980,trump
6981,trump
6982,biden
6983,biden
6984,biden
6985,biden
6986,biden
6987,trump
6988,trump
6989,trump
6990,trump
6991,trump
6992,trump
6993,biden
6994,biden
6995,trump
6996,biden
6997,trump
6998,trump
6999,biden
7000,trump
7001,biden
7002,biden
7003,trump
7004,biden
7005,trump
7006,trump
7007,biden
7008,biden
7009,trump
7010,trump
7011,biden
7012,biden
7013,trump
7014,trump
7015,biden
7016,trump
7017,biden
7018,trump
7019,biden
7020,trump
7021,trump
7022,biden
7023,trump
7024,trump
7025,biden
7026,biden
7027,biden
7028,biden
7029,trump
7030,trump
7031,biden
7032,trump
7033,biden
7034,biden
7035,biden
7036,trump
7037,trump
7038,biden
7039,trump
7040,biden
7041,trump
7042,trump
7043,biden
7044,biden
7045,biden
7046,biden
7047,trump
7048,biden
7049,trump
7050,biden
7051,trump
7052,biden
7053,trump
7054,trump
7055,biden
7056,trump
7057,trump
7058,biden
7059,trump
7060,biden
7061,biden
7062,trump
7063,trump
7064,trump
7065,trump
7066,biden
7067,biden
7068,biden
7069,trump
7070,biden
7071,biden
7072,biden
7073,biden
7074,biden
7075,trump
7076,biden
7077,biden
7078,biden
7079,trump
7080,biden
7081,biden
7082,biden
7083,trump
7084,trump
7085,biden
7086,trump
7087,biden
7088,biden
7089,trump
7090,trump
7091,trump
7092,biden
7093,biden
7094,biden
7095,trump
7096,trump
7097,trump
7098,trump
7099,trump
7100,biden
7101,biden
7102,biden
7103,biden
7104,biden
7105,biden
7106,trump
7107,biden
7108,trump
7109,biden
7110,trump
7111,biden
7112,biden
7113,biden
7114,trump
7115,biden
7116,trump
7117,biden
7118,trump
7119,trump
7120,biden
7121,biden
7122,biden
7123,biden
7124,biden
7125,trump
7126,trump
7127,biden
7128,trump
7129,trump
7130,trump
7131,trump
7132,trump
7133,biden
7134,trump
7135,biden
7136,biden
7137,trump
7138,trump
7139,biden
7140,trump
7141,trump
7142,biden
7143,biden
7144,trump
7145,biden
7146,biden
7147,biden
7148,biden
7149,trump
7150,biden
7151,trump
7152,trump
7153,trump
7154,trump
7155,biden
7156,trump
7157,biden
7158,trump
7159,trump
7160,biden
7161,trump
